"month","price","dateSold","livingArea","bedrooms","bathrooms","yearBuilt","elevation","numPhoto","zeroPhoto","recent","roosevelt","combined","goodElem","chars","words","wordLen","r5","r7","r10","parcel","landValue","mf","mfArea","mfBed","mfBath","mfYear","a1","a2","a3","minLotApt","maxDensity","minLotOne","numDwellings","res","midElem","rating","Freq","seasonal","time","timeAbs","pr10","pr7","pr5","pacNSA","pacSA","usNSA","usSA","hiSA"
2020-09-01,1650000,911,2894,3,3,1977,144,-4,1,1,1,77.5,1,799,122,6.54918032786885,0,1,0,70691.7720168,35345.8860084,1,2894,3,3,1977,0,0,0,0,0,7500,2,1,0,9,3,0.0258184402271345,911.025818440227,531,0,70691.7720168,0,353.58,350.89,305.77,302.33,249.09
2020-09-01,2000000,900,3705,5,5,1913,73,-4,1,1,1,85.5,1,800,131,6.10687022900763,0,1,0,10022.6171628,5011.3085814,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,3,0.213520915439797,900.21352091544,520,0,10022.6171628,0,353.58,350.89,305.77,302.33,249.09
2020-09-01,1100000,922,1536,4,2,1958,31,-4,1,1,1,62.5,0,299,54,5.53703703703704,0,0,0,5309.4264696,265.47132348,0,0,0,0,0,0,1,0,10000,0.0019,0,10.08791029224,0,1,9,3,-0.162807012938515,921.837192987061,542,0,0,0,353.58,350.89,305.77,302.33,249.09
2020-10-01,1340000,930,1762,4,3,1925,79,-4,1,1,1,85.5,1,800,126,6.34920634920635,0,1,0,5298.4528344,2649.2264172,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,5,-0.296712819273489,929.703287180727,550,0,5298.4528344,0,357.64,356.63,308.92,306.67,252.15
2020-10-01,978000,946,1724,5,3,1949,38,-4,1,1,1,62.5,0,442,73,6.05479452054795,1,0,0,4915.4314968,1228.8578742,0,0,0,0,0,0,0,0,0,0,5000,4,1,1,9,5,-0.545240438540649,945.454759561459,566,0,0,4915.4314968,357.64,356.63,308.92,306.67,252.15
2020-10-01,1500000,936,2454,4,4,1950,134,-4,1,1,1,77.5,1,717,117,6.12820512820513,0,1,0,19675.555416,9837.777708,1,2454,4,4,1950,0,0,0,0,0,7500,2,1,0,9,5,-0.393590276656466,935.606409723344,556,0,19675.555416,0,357.64,356.63,308.92,306.67,252.15
2020-10-01,1200000,937,1920,4,3,1992,51,-4,1,1,1,85.5,1,330,55,6,0,1,0,2310375.7707624,1155187.8853812,1,1920,4,3,1992,0,0,0,0,0,7500,2,1,0,9,5,-0.40935595881562,936.590644041184,557,0,2310375.7707624,0,357.64,356.63,308.92,306.67,252.15
2020-10-01,2592000,924,5703,4,4,1998,55,-4,1,1,1,85.5,1,301,55,5.47272727272727,0,1,0,2310375.7707624,1155187.8853812,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,5,-0.196672889793575,923.803327110206,544,0,2310375.7707624,0,357.64,356.63,308.92,306.67,252.15
2020-11-01,348000,980,630,2,1,1967,27,-4,1,1,0,47,0,441,67,6.58208955223881,0,0,0,48291.4658556,2414.57329278,1,630,2,1,1967,0,1,0,10000,0.0019,0,91.75378512564,0,0,5,10,-0.917583626059392,979.082416373941,600,0,0,0,362.69,362.44,311.25,309.96,252.15
2020-11-01,360000,974,647,1,1,1974,65,19,0,1,1,62.5,0,481,72,6.68055555555556,0,0,0,32981.1181524,1649.05590762,1,647,1,1,1974,0,1,0,10000,0.0019,0,62.66412448956,0,1,9,10,-0.87170631870932,973.128293681291,594,0,0,0,362.69,362.44,311.25,309.96,252.15
2020-11-01,799000,958,1293,3,3,1946,28,-4,1,1,1,62.5,0,565,87,6.49425287356322,0,0,0,2480.2915896,124.01457948,0,0,0,0,0,0,1,0,10000,0.0019,0,4.71255402024,0,1,9,10,-0.705583610107177,957.294416389893,578,0,0,0,362.69,362.44,311.25,309.96,252.15
2020-11-01,285000,967,562,2,1,1964,16,-4,1,1,0,47,0,487,77,6.32467532467532,0,0,0,18651.1283244,932.55641622,1,562,2,1,1964,0,1,0,10000,0.0019,0,35.43714381636,0,0,5,10,-0.806479946320943,966.193520053679,587,0,0,0,362.69,362.44,311.25,309.96,252.15
2020-11-01,1515000,974,2992,4,3,1986,128,-4,1,1,1,77.5,1,882,138,6.39130434782609,0,0,1,14088.4139088,14088.4139088,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,10,-0.87170631870932,973.128293681291,594,14088.4139088,0,0,362.69,362.44,311.25,309.96,252.15
2020-11-01,655000,970,868,2,2,1995,28,-4,1,1,1,62.5,0,363,58,6.25862068965517,0,0,0,7871.36823,393.5684115,1,868,2,2,1995,0,1,0,10000,0.0019,0,14.955599637,0,1,9,10,-0.835925479418636,969.164074520581,590,0,0,0,362.69,362.44,311.25,309.96,252.15
2020-11-01,282000,966,466,1,1,1973,47,11,0,1,1,47.5,0,521,83,6.27710843373494,0,0,0,19242.163908,962.1081954,1,466,1,1,1973,0,1,0,10000,0.0019,0,36.5601114252,0,0,5,10,-0.796182863782614,965.203817136217,586,0,0,0,362.69,362.44,311.25,309.96,252.15
2020-11-01,330000,974,563,1,1,1975,32,15,0,1,1,62.5,0,731,110,6.64545454545455,0,0,0,14928.0050304,746.40025152,1,563,1,1,1975,0,1,0,10000,0.0019,0,28.36320955776,0,1,9,10,-0.87170631870932,973.128293681291,594,0,0,0,362.69,362.44,311.25,309.96,252.15
2020-11-01,278000,980,444,0,1,1973,28,-4,1,1,1,62.5,0,734,126,5.82539682539683,0,0,0,45861.5113308,2293.07556654,1,444,0,1,1973,0,1,0,10000,0.0019,0,87.13687152852,0,1,9,10,-0.917583626059392,979.082416373941,600,0,0,0,362.69,362.44,311.25,309.96,252.15
2020-11-01,749400,960,1135,3,3,2020,64,-4,1,1,1,62.5,0,796,129,6.17054263565892,0,0,0,22284.9139788,1114.24569894,1,1135,3,3,2020,0,1,0,10000,0.0019,0,42.34133655972,0,1,9,10,-0.729557554086485,959.270442445914,580,0,0,0,362.69,362.44,311.25,309.96,252.15
2020-12-01,360000,999,638,1,1,1976,29,6,0,1,1,62.5,0,409,68,6.01470588235294,0,0,0,17123.564502,856.1782251,1,638,1,1,1976,0,1,0,10000,0.0019,0,32.5347725538,0,1,9,4,-0.99665890175417,998.003341098246,619,0,0,0,364.24,366.74,313.19,313.57,252.15
2020-12-01,370000,985,718,2,1,1966,28,-4,1,1,1,62.5,0,472,69,6.84057971014493,0,0,0,57574.7217144,2878.73608572,1,718,2,1,1966,0,1,0,10000,0.0019,0,109.39197125736,0,1,9,4,-0.948361580012171,984.051638419988,605,0,0,0,364.24,366.74,313.19,313.57,252.15
2020-12-01,245000,992,630,1,1,1958,38,-4,1,1,1,62.5,0,686,112,6.125,0,0,0,22667.822496,1133.3911248,1,630,1,1,1958,0,1,0,10000,0.0019,0,43.0688627424,0,1,9,4,-0.97961369164549,991.020386308355,612,0,0,0,364.24,366.74,313.19,313.57,252.15
2020-12-01,870000,1006,1244,3,2,1922,50,-4,1,1,1,62.5,0,806,130,6.2,0,0,0,2248.996266,112.4498133,0,0,0,0,0,0,1,0,10000,0.0019,0,4.2730929054,0,1,9,4,-0.999250011239684,1005.00074998876,626,0,0,0,364.24,366.74,313.19,313.57,252.15
2021-01-01,535000,1035,839,2,2,1971,32,13,0,1,1,62.5,0,773,103,7.50485436893204,0,0,0,21469.5104184,1073.47552092,1,839,2,2,1971,0,1,0,10000,0.0019,0,40.79206979496,0,1,9,8,-0.858763958275803,1034.14123604172,655,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-01-01,290000,1015,498,1,1,1961,18,16,0,1,0,47,0,285,55,5.18181818181818,0,0,0,8412.0353856,420.60176928,1,498,1,1,1961,0,1,0,10000,0.0019,0,15.98286723264,0,0,5,8,-0.981306470271609,1014.01869352973,635,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-01-01,235000,1033,630,1,1,1958,38,-4,1,1,1,62.5,0,286,55,5.2,0,0,0,22667.822496,1133.3911248,1,630,1,1,1958,0,1,0,10000,0.0019,0,43.0688627424,0,1,9,8,-0.875891705144244,1032.12410829486,653,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-01-01,367000,1041,698,2,1,1987,16,14,0,1,0,47,0,755,119,6.34453781512605,0,0,0,7824.0625056,391.20312528,1,698,2,1,1987,0,1,0,10000,0.0019,0,14.86571876064,0,0,5,8,-0.801361088174677,1040.19863891183,661,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-01-01,460000,1015,730,1,1,1973,39,8,0,1,1,62.5,0,404,64,6.3125,0,0,0,18299.769444,914.9884722,1,730,1,1,1973,0,1,0,10000,0.0019,0,34.7695619436,0,1,9,8,-0.981306470271609,1014.01869352973,635,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-01-01,478000,1016,868,2,2,1971,51,-4,1,1,1,62.5,0,624,108,5.77777777777778,0,0,0,43153.7189292,2157.68594646,1,868,2,2,1971,0,1,0,10000,0.0019,0,81.99206596548,0,1,9,8,-0.977848341505657,1015.02215165849,636,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-01-01,370000,1026,644,1,1,1976,36,-4,1,1,1,62.5,0,292,56,5.21428571428571,0,0,0,112673.04741,5633.6523705,1,644,1,1,1976,0,1,0,10000,0.0019,0,214.078790079,0,1,9,8,-0.927541683579198,1025.07245831642,646,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-01-01,2150000,1044,4229,7,5,1929,121,-4,1,1,1,77.5,1,786,129,6.09302325581395,0,1,0,21859.4930796,10929.7465398,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,8,-0.769414826883939,1043.23058517312,664,0,21859.4930796,0,368.61,370.78,315.63,316.7,252.15
2021-02-01,325000,1063,744,2,1,1974,28,-4,1,1,1,43,0,289,55,5.25454545454545,0,0,0,13331.814606,266.63629212,1,744,2,1,1974,0,0,1,15000,0.0028,0,37.3290808968,0,0,6,6,-0.523415607365551,1062.47658439263,683,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-02-01,665000,1051,1179,2,2,1969,86,-4,1,1,1,62.5,0,294,55,5.34545454545455,0,0,0,35743.6049256,1787.18024628,1,1179,2,2,1969,0,1,0,10000,0.0019,0,67.91284935864,0,1,9,6,-0.687052767223668,1050.31294723278,671,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-02-01,365000,1072,629,1,1,1961,30,8,0,1,1,62.5,0,581,95,6.11578947368421,0,0,0,29478.6754812,1473.93377406,1,629,1,1,1961,0,1,0,10000,0.0019,0,56.00948341428,0,1,9,6,-0.38566340624361,1071.61433659376,692,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-02-01,455000,1069,809,2,1,1961,30,-4,1,1,1,62.5,0,290,55,5.27272727272727,0,0,0,29478.6754812,1473.93377406,1,809,2,1,1961,0,1,0,10000,0.0019,0,56.00948341428,0,1,9,6,-0.432775592550432,1068.56722440745,689,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-02-01,1260000,1058,1580,2,3,1937,54,-4,1,1,1,85.5,1,299,54,5.53703703703704,0,1,0,5517.6423984,2758.8211992,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,6,-0.594726686960765,1057.40527331304,678,0,5517.6423984,0,368.61,370.78,315.63,316.7,252.15
2021-02-01,330000,1065,681,1,1.5,1972,27,-4,1,1,1,62.5,0,287,55,5.21818181818182,0,0,0,25624.7976996,1281.23988498,1,681,1,1.5,1972,0,1,0,10000,0.0019,0,48.68711562924,0,1,9,6,-0.493775550159979,1064.50622444984,685,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-03-01,2300000,1093,3862,4,4.5,1990,109,-4,1,1,1,85.5,1,301,55,5.47272727272727,0,0,1,14908.5350172,14908.5350172,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,9,-0.034421611622749,1092.96557838838,713,14908.5350172,0,0,368.61,370.78,315.63,316.7,252.15
2021-03-01,1750000,1086,3346,4,4,1957,99,-4,1,1,1,85.5,1,100,18,5.55555555555556,0,0,1,10010.1977712,10010.1977712,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,9,-0.154308820664284,1085.84569117934,706,10010.1977712,0,0,368.61,370.78,315.63,316.7,252.15
2021-03-01,300000,1104,642,2,1,1966,17,-4,1,1,0,47,0,284,55,5.16363636363636,0,0,0,7738.8081804,386.94040902,1,642,2,1,1966,0,1,0,10000,0.0019,0,14.70373554276,0,0,5,9,0.154308820664279,1104.15430882066,724,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-03-01,455000,1078,991,2,2,1969,16,-4,1,1,1,62.5,0,293,55,5.32727272727273,0,0,0,48299.4626004,2414.97313002,1,991,2,2,1969,0,1,0,10000,0.0019,0,91.76897894076,0,1,9,9,-0.288482432880611,1077.71151756712,698,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-03-01,385000,1082,718,2,1,1966,28,-4,1,1,1,62.5,0,291,55,5.29090909090909,0,0,0,57574.7217144,2878.73608572,1,718,2,1,1966,0,1,0,10000,0.0019,0,109.39197125736,0,1,9,9,-0.221921513004166,1081.778078487,702,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-03-01,308000,1089,534,1,1,1961,30,-4,1,1,1,62.5,0,287,55,5.21818181818182,0,0,0,29478.6754812,1473.93377406,1,534,1,1,1961,0,1,0,10000,0.0019,0,56.00948341428,0,1,9,9,-0.103101697447436,1088.89689830255,709,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-03-01,170000,1100,400,0,1,1956,27,-4,1,1,1,62.5,0,242,48,5.04166666666667,0,0,0,29984.7795192,1499.23897596,1,400,0,1,1956,0,1,0,10000,0.0019,0,56.97108108648,0,1,9,9,0.0859647987374431,1100.08596479874,720,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-03-01,280000,1076,563,1,1,1975,32,-4,1,1,1,62.5,0,291,55,5.29090909090909,0,0,0,14928.0050304,746.40025152,1,563,1,1,1975,0,1,0,10000,0.0019,0,28.36320955776,0,1,9,9,-0.321269661692366,1075.67873033831,696,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-03-01,480000,1077,865,2,2,1968,39,-4,1,1,1,62.5,0,339,52,6.51923076923077,0,0,0,34825.4237232,1741.27118616,1,865,2,2,1968,0,1,0,10000,0.0019,0,66.16830507408,0,1,9,9,-0.304921224656291,1076.69507877534,697,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-04-01,439000,1119,774,2,1,1976,41,-4,1,1,1,62.5,0,288,55,5.23636363636364,0,0,0,18017.5472532,1801.75472532,1,774,2,1,1976,1,0,0,7500,9e-04,0,16.21579252788,0,1,9,2,0.40148798920597,1119.40148798921,739,0,0,0,368.61,370.78,315.63,316.7,252.15
2021-04-01,195000,1120,360,0,1,1966,28,-4,1,1,1,62.5,0,272,52,5.23076923076923,0,0,0,51588.5575392,2579.42787696,1,360,0,1,1966,0,1,0,10000,0.0019,0,98.01825932448,0,1,9,2,0.417193602612314,1120.41719360261,740,0,0,0,368.61,370.78,315.63,316.7,252.15
